index,label
2400,"""In the IST project SEKT &#8211; Semantically Enabled Knowledge
Technologies &#8211; one of the case studies [BCC+05] aims at providing
an intelligent Frequently Asked Questions system, Iuriservice prototype
II, that will offer help to newly appointed judges in Spain. This iFAQ
uses ontology based Semantic Web technologies to retrieve FAQ to reply
queries posed in natural language. In order to construct the underlying
ontology, we used the ontology engineering methodology DILIGENT.
DILIGENT [PTSS04] methodology is intended to support domain experts
in a distributed setting to engineer and evolve ontologies with
the help of a fine-grained methodological approach based on Rhetorical
Structure Theory [MT87]. Although, knowledge acquisition and other
content issues are not discussed in this paper, harmonization efforts for
knowledge modelling are required by discussing the ontology. During the
discussion, participants exchange arguments which may support or object
to certain ontology engineering decisions. As any legal professional
knows, tracking the argumentation of decisions is essential in allowing
later readers to understand them.
We will present an evaluation framework to evaluate the methodology
within this particular context. We will take a detailed look at the development
of the ontology and especially the novel experience of using
a wiki to support the collaborative ontology engineering and to capture
the ongoing discussion of the ontology. First results of this evaluation
will be presented."""
2401,"""In the Semantic Web Mining workshop we intend to bring together researchers and practitioners from the two fastly developing research areas Semantic Web and Web Mining. One can improve the results of Web Mining by exploiting the new semantic structures in the web. Furthermore, Web Mining can help to build the Semantic Web."""
2402,"""In the field of Knowledge Engineering, dissatisfaction with the rapid-prototyping approach has led to a number of more principled methodologies for the construction of knowledge-based systems. Instead of immediately implementing the gathered and interpreted knowledge in a given implementation formalism according to the rapid-prototyping approach, many such methodologies centre around the notion of a conceptual model: an abstract, implementation independent description of the relevant problem solving expertise. A conceptual model should describe the task which is solved by the system and the knowledge which is required by it. Although such conceptual models have often been formulated in an informal way, recent years have seen the advent of formal and operational languages to describe such conceptual models more precisely, and operationally as a means for model evaluation. In this paper, we study a number of such formal and operational languages for specifying conceptual models. In order to enable a meaningful comparison of such languages, we focus on languages which are all aimed at the same underlying conceptual model, namely that from the KADS method for building KBS. We describe eight formal languages for KADS models of expertise, and compare these languages with respect to their modelling primitives, their semantics, their implementations and their applications. Future research issues in the area of formal and operational specification languages for KBS are identified as the result of studying these languages. The paper also contains an extensive bibliography of research in this area."""
2403,"""In the last years a common notion of a Problem-Solving Method (PSM) emerged from different knowledge engineering frameworks. As a generic description of the dynamic behaviour of knowledge based systems PSMs are favored subjects of reuse. Up to now, most investigations on the reuse of PSMs focus on static features and methods as objects of reuse. By this, they ignore a lot of information of how the PSM was developed that is, in principle, entailed in the different parts of a conceptual model of a PSM. In this paper the information of the different parts of PSMs is reconsidered from a reuse process point of view. A framework for generalized problem-solving methods is presented that describes the structure of a category of methods based on family resemblances. These generalized methods can be used to structure libraries of PSMs and - in the process of reuse - as a means to derive an incarnation, i.e. a member of its family of PSMs. For illustrating the ideas, the approach is applied to the task rsp. problem type of parametric design."""
2404,"""In the last years, the main orientation of Formal Concept Analysis (FCA) has turned from mathematics towards computer science. This article provides a review of this new orientation and analyzes why
and how FCA and computer science attracted each other. It discusses FCA as a knowledge representation formalism using five knowledge representation principles provided by Davis, Shrobe, and Szolovits (1993). It then studies how and why mathematics-based researchers got attracted by computer science.
We will argue for continuing this trend by integrating the two research areas FCA and Ontology Engineering."""
2405,"""In the legal domain, ontologies enjoy quite some reputation as a way to model normative knowledge about laws and jurisprudence. Several methods have been used and are well-known qua ontological methods. However, no previous attempt to construct ontologies based on professional knowledge exists, capturing judicial practical expertise. This paper shows the preliminary ontology development for the second version of the prototype Iuriservice, a web based intelligent FAQ for judicial use, containing a repository of professional judicial knowledge. The iFAQ system will focus on such knowledge and will base on OPLK &#8212;Ontology of Professional Legal Knowledge&#8212; developed by UAB. Profesional Legal Knowledge refers to the core of professional work that contains the experience of the daily treatment of cases and is unevenly distributed within individuals as a result of their professional and personal experiences. The knowledge acquisition process has been based on an ethnographic process designed by the UAB team and the Spanish School of the Judiciary within the national SEC project, to efficiently obtain useful and representative information from questionnaire-based interviews. Nearly 800 competency questions have been extracted from these interviews and the ontology is being modelled from the selection of relevant terms.  Regarding ontology modelling issues, we have followed the DILIGENT argumentation methodology to control the discussion and trace the arguments used in favor or against the introduction of a concept X as part of the domain ontology. This paper presents the preliminary Ontology of Professional Judicial Knowledge (OPJK) that has been extracted manually from the selection of relevant terms from nearly 200 competency questions and affirms that the modelling of this professional judicial knowledge demands the description of this knowledge as it is perceived by the judge and the abandonment of dogmatic legal categorizations."""
2406,"""In the legal domain, ontologies enjoy quite some reputation as a way to model normative knowledge about laws and jurisprudence. While there is a multitude of ontological models to represent theoretical legal knowledge, no previous attempt to construct ontologies based on professional knowledge exists, capturing judicial expertise. We define the epistemological and ontological levels as separate issues.

This paper shows the preliminary ontology development for the second version of the prototype Iuriservice, a web based intelligent FAQ for judicial use containing a repository of professional judicial knowledge, within the IST project SEKT. The iFAQ system will focus on such knowledge and will base on OPLK &#8211; Ontology of Professional Legal Knowledge &#8211; developed by Universitat Autonoma de Barcelona. LPK refers to the core of professional work that contains the experience of the daily treatment of cases and is unevenly distributed within individuals as a result of their professional and personal experiences.

Judges had a strong and thorough education and became experts in their domain, but they still often seek the help of senior judges or tutors to solve on-duty problems. The knowledge acquisition process has been based on an ethnographic process designed by the UAB team and the Spanish School of the Judiciary within the national SEC project,  to efficiently obtain useful and representative information from questionnaire-based interviews. Nearly 800 competency questions have been extracted from these interviews and the ontology is being modelled from the selection of relevant terms. Once the terms are identified, the relevant relations between those terms need also to be identified, following a middle-out strategy.

Regarding ontology modelling issues, some other changes have been introduced into Iuriservice prototype II. First, several KAON applications, such as the ontology editor Oi- Modeler, have been used in order to model and visualize the domain ontology. Second, we have used two different software applications to analyze the competency questions and extract relevant concepts: TextToOnto and ALCESTE. And finally, we have also followed the DILIGENT argumentation methodology to control and trace the discussion of each of the arguments used in favor or against the introduction of a concept X as part of the domain ontology.

This paper presents the preliminary Ontology of Professional Judicial Knowledge that has been extracted manually from the selection of relevant terms from nearly 200 competency questions and affirms that the modeling of this professional judicial knowledge demands the description of this knowledge as it is perceived by the judge and the abandonment of dogmatic legal categorizations.

Keywords: judiciary, ontology, legal ontology, professional ontology, judicial knowledge, middle-out strategy."""
2407,"""In the paper we discuss a new approach for learning classification rules from examples. We sketch out the algorithm JoJo and its extension to a four step procedure which can be used to incrementally refine a set of classification rules. Incorrect rules are refined, the entire rule set is completed, redundant rules are deleted and the rule set can be minimized. The first two steps are done by applying JoJo with searches through the lattice of rules by generalization and specialization."""
2408,"""In the paper we present the modelling primitives of KARL. KARL is a formal and operational language to represent models of expertise of knowledge-based systems. Since KARL offers epistemologically adequate modelling primitives it allows to describe the model of expertise on a high level of abstraction. The formal semantics of KARL provides means to describe the expertise unambiguously and the operational semantics of KARL allows to directly execute models of expertise in order to provide feedback for the expert, the knowledge engineer and the user of the final knowledge-based system. KARL is based on object oriented logic and dynamic logic."""
2409,"""In the past, the focus of the computer industry has been to improve hardware performance and add more and more features to the software. As a result, more and more appliances surrounding us are equipped with embedded computational power and wireless communication. As such, they become ever more flexible and multifunctional, and almost indispensable in daily life. On the other hand, the resulting systems become increasingly complex and unreliable, posing new challenges to designer and user.
Organic Computing (OC) has the vision to address the challenges of complex distributed systems by making them more life-like (organic), i.e. endowing them with abilities such as self-organization, self-configuration, self-repair, or adaptation. The designer's task is simplified, because it is no longer necessary to exactly specify the low-level system behavior in all possible situations that might occur, but instead leaving the system with a certain degree of freedom which allows it to react in an intelligent way to new situations. Also, use of such systems is simplified, as they can be controlled by setting few high-level goals, rather than having to manipulate many low-level parameters with unclear influence.
In this paper, we give a general introduction to OC, and propose a generic observer-controller architecture as a framework for designing OC systems. Then, it is shown how to use this architecture at the example of a traffic light controller. The paper concludes with a summary and a discussion of future challenges."""
2410,"""In the series of &#8220;Evaluation of Ontology-based Tools&#8221; workshops we intend to bring together researchers and practitioners from the fastly developing research areas &#8220;ontologies&#8221; and &#8220;Semantic Web&#8221;. Currently the semantic web attracts researchers from all around the world. Numerous tools and applications of semantic web technologies are already available and the number is growing fast. However, deploying large scale ontology solutions typically involves several separate tasks and requires applying multiple tools. Therefore pragmatic issues such as interoperability are key if industry is to be encouraged to take up ontology technology rapidly. The main aim of this workshop is therefore to encourage and stimulate discussions about the evaluation of ontology-based tools. For the future this effort might lead to future benchmarks and certifications."""
2411,"""In the successful series of EON workshops we intend to bring together researchers and practitioners from the quickly developing research areas Ontologies and Semantic Web. Former EON workshops aimed at evaluating ontology-based tools, the this year's workshop focuses on the Evaluation of Ontologies (content, usability, etc.) themselves. Whereas some effort already was invested in reusing work from related research areas towards the end of Ontology Evaluation, often the basic premises of the web-like environment are forgotten or disregarded. Thus the main goal of this workshop is to lay the foundations for Web Ontology Evaluation.

Ontologies now play an important role for many knowledge-intensive applications for which they provide a source of formally defined terms. They aim at capturing domain knowledge in a generic way and provide a commonly agreed understanding of a domain, which may be reused, shared, and operationalized across applications and groups. Numerous ontologies are already available and the number is growing rapidly. Still a well understood definition or even intuition about qualities that apply to ontologies is lacking. The large visibility of the Semantic Web already attracts industrial partners. Ontology-based tools depend more and more on the explicit knowledge captured in ontologies. A well-understood notion of Ontology Evaluation might lead to a consistent level of quality and thus acceptance by industry. For the future this might lead to certification efforts for such ontologies.

The aim of this workshop is to ground Ontology Evaluation firmly on the needs of the Semantic Web, especially regarding its web-like characteristics like high interconnectivity, constant change and incompleteness. We will focus on the Semantic Web languages as standardized or proposed by the W3C: RDF(S), OWL and the rule language. We want to encourage and stimulate discussion about the current state of the art in Ontology Evaluation and its future direction. Currently, ontologies and the Semantic Web attract researchers from all around the world and from various disciplines, sometimes forgetful of the new needs and conditions arising from the Semantic Web&amp;#8217;s requirements."""
2412,"""In this article we illustrate a methodology for introducing
and maintaining ontology based knowledge management applications
into enterprises with a focus on Knowledge Processes
and Knowledge Meta Processes. While the former
process circles around the usage of ontologies, the latter process
guides their initial set up. We illustrate our methodology
by an example from a case study on skills management."""
2413,"""In this chapter we describe an ontology-based content management and retrieval
system, a kind of Document-based Corporate Memory.
This system has been realized in the setting of a virtual organization, a new
kind of business partnership at the forefront of ontology-based Knowledge
Management due to the special needs for organizing corporate knowledge using
flexible, but well-understood and machine processable structures.
The goal of our development was to improve on the traditional ways of
managing both information items (documents, in our case) and domain knowledge
used to organize information, while minimizing the additional effort required
from content managers and knowledge workers. This meant the application
of automated methods for creating ontologies, even if such methods
produce a quality that falls short of the results attainable by manual methods.
Our approach also required us to put an emphasis on intelligent interfaces
that help the user to effectively discover and query the domain while hiding
the complexity of ontologies and ontology-based queries."""
2414,"""In this chapter we present the On-To-Knowledge Methodology (OTKM) for
introducing and maintaining ontology based knowledge management applications into enterprises with a focus on Knowledge Processes and Knowledge
Meta Processes. While the former process circles around the usage of ontologies, the latter process guides their initial set up. We illustrate our methodology by an example from a case study on skills management."""
2415,"""In this demo we present FOAM, a novel tool for aligning and mapping
ontologies. It is based on latest research efforts and shows very
promising results. The tool is briefly explained and pointers to
actual applications are given.
The Framework for Ontology Alignment and Mapping (FOAM) is available
through its webpage http://www.aifb.uni-karlsruhe.de/WBS/meh/foam . On the page
one can find links to relevant publications, a download section of
binaries and source code, installation guidelines and the
documentation of FOAM, and some ontologies to test the tool.
Further, there is a web-interface for internet users interested in
very shallow testing. For real use we recommend downloading it. Requests for the tool have come from around the world."""
2416,"""In this paper a new approach towards temporal reasoning is presented that scales up from the temporal relations commonly used in Allen's qualitative interval calculus and in quantitative temporal constraint satisfaction problems to include interval relations with distances, temporal rules and other non-binary relations into the reasoning scheme. For this purpose, we generalize well-known methods for constraint propagation, determination of consistency and computation of the minimal network from simpler schemes that only allow for binary relations. Thereby, we and that levels of granularity play a major role for applying these techniques in our more expressive framework. Indeed, the technical preliminaries we provide are especially apt to investigate the switching between different granularities of representation, hence illucitating and exploiting the tradeoff between expressiveness and efficiency of temporal reasoning schemes on the one side and between expressiveness and understandability on the other side."""
2417,"""In this paper the bases as well as the procedure of the introduction of a Learning Organisation (LO) in a company or an organisation are represented. The LO is regarded as part of the introduction of a knowledge information system; LO serves as supporting measure, in order to spread and develop the existing knowledge further in the company."""
2418,"""In this paper we describe an infrastructure for query answering over
distributed ontologies on the Semantic Web. This infrastructure
addresses (i) the coordination of multiple nodes using metadata
about the provided resources managed in a decentralized registry and
(ii) the mediation between heterogeneous ontologies via an
expressive mapping formalism along with corresponding reasoning
algorithms for query answering. Our approach is based on a virtual
integration that exhibits a semantics as if all ontologies were
integrated locally. Practically, the distributed ontologies still
reside on the remote peers, and only the parts relevant for
answering the query need to be retrieved to the local node.
Experimental evaluations with the implementation in KAONp2p show
that the approach is very promising, as the performance of query
answering is essentially dominated by the size of the data, and only
slightly affected by the degree of distribution and heterogeneity."""
2419,"""In this paper we extend Musken's Logical Description Grammar (LDG)
approach such that ambiguity may in addition to the
mutual syntactic and semantic constraints LDG provides be restricted
by (i) lexical semantic information and (ii) an underlying ontology
associated with the lexical items. In this paper we apply our approach 
to the underspecification and resolution of lexical ambiguities."""
2420,"""In this paper we investigate the capabilities of Genetic Algorithms applied to the domain of Knowledge Intensive Process Improvement (Knowi&#960;). Knowledge intensive processes (KnowiP) can be seen as sequences of activities based on know-
ledge intensive acquisition and handling. Such knowledge intensive processes can be implemented in enterprises of different kind regardless of which type, production or
service company. In order to measure the performance of knowledge intensive processes, performance indexes are necessary. The processes are evaluated according to these indexes. Two particular Genetic Algorithms (GAs) are applied to improve a special class of knowledge intensive processes. In a single-objective algorithm we aim at
improving the duration of the process execution. Moreover, we address the presence of multiple evaluation criteria by a Multi-Objective Genetic Algorithm (MOGA) to find acceptable Pareto solutions as trade-offs. For our case, we investigate the Multi-Sexual GA (MSGA) considering the criteria service time, costs of acquisition and usage of knowledge sources simultaneously."""
2421,"""In this paper we present Text2Onto, a framework for ontology learning from textual resources. Three main features distinguish Text2Onto from our earlier framework TextToOnto as well as other state-of-the-art ontology learning frameworks. First, by representing the learned knowledge at a meta-level in the form of instantiated modeling primitives within a so called Probabilistic Ontology Model (POM), we remain independent of a concrete target language while being able to translate the instantiated primitives into any (reasonably expressive) knowledge representation formalism. Second, user interaction is a core aspect of Text2Onto and the fact that the system calculates a confidence for each learned object allows to design sophisticated visualizations of the POM. Third, by incorporating strategies for data-driven change discovery, we avoid processing the whole corpus from scratch each time it changes, only selectively updating the POM according to the corpus changes instead. Besides increasing efficiency in this way, it also allows a user to trace the evolution of the ontology with respect to the changes in the underlying corpus."""
2422,"""In this paper we present a new approach for language-neutral modeling of large-scale ontologies. The gist of our approach lies in the way we treat the majority of axioms. Instead of capturing axiom semantics in some specific representation language, we categorize axioms into different types and specify them as complex objects that refer to concepts and relations. A separate layer that is language-specific, in fact it may even vary for different inference engines working on the same language, describes how these objects are translated into a goal representation. In addition to its far reaching independence with regard to specific representation languages, this approach benefits engineering since the semantics of important types of axioms may be much more elucidated in our ontology engineering tool, OntoEdit, than in comparable tools. Furthermore, our approach is principled in a way that allows for comparably easy adaptation of our tool to requirements for modeling axioms in specific domains."""
2423,"""In this paper we present a novel approach for the refinement of relational queries that enables so-called step-by-step refinement of a user&#65533;s query. The approach is based on discovering causal relationships between queries regarding the inclusion relation between the answers of these queries. We define a formal model for these query-answering pairs and use methods from inductive logic programming for the efficient calculation of a (lattice) order between them. The approach is very suitable for modelling information retrieval tasks based on the database repositories, like searching product catalogues."""
2424,"""In this paper we present an application of the logic-based query refinement in the searching for information in an information portal. The refinement approach is based on discovering causal relationships between queries regarding the inclusion relation between the answers of these queries. We define a formal model for the query-answering pairs and use methods from inductive logic programming for the efficient calculation of a (lattice) order between them. In a case study regarding searching a bibliographic database we demonstrate the benefits of using our approach in the traditional information retrieval tasks, especially the combination of the free-text based querying  and the logic-based query refinement."""
2425,"""In this paper we present an approach for efficient navigation through an on-line product catalog. The goals of the approach are (i) to support a user in a step-by-step searching for a product and (ii) to ensure the product he has found is the best solution for his need. The product database is based on a light-weighted ontology and structured in the form of a lattice that enables hierarchical clustering of usersâ€™ requests. It means that a user can navigate from a very general product-attribute cluster, which satisfies userâ€™s buying need and contains a lot of products, to the very specific clusters that seem to contain a few, but for the user highly relevant, products. In each navigation step, the user is provided with the minimal set of navigation alternatives.  In order to enhance the processing of the lattice, the partial ordering of the products-attributes clusters is computed using methods from formal concept analysis."""
2426,"""In this paper we present an approach for the interactive refinement of ontology-based queries. The approach is based on generating a lattice of the refinements, that enables a step-by-step tailoring of a query to the current information needs of a user. These needs are implicitly elicited by analysing the user&#8217;s behaviour during the searching process. The gap between a user&#8217;s need and his query is quantified by measuring several types of query ambiguities, that are used for ranking of the refinements. The main advantage of the approach is a more cooperative support in the refinement process: by exploiting the ontology background, the approach supports finding &#8220;similar&#8221; results and enables efficient relaxing of failing queries. Regarding an evaluation study, we discuss how a traditional on-line product catalog application can benefit from employing more formal, machine-readable semantics for describing its content, thus integrating such a catalog into the Semantic Web."""
2427,"""In this paper we present an approach for the query refinement called Librarian Agent Query Refinement Process, which simulates the role a human librarian plays in the searching for information resources in a library. The process consists of two phases: Problem Discovery, in which the potential problems (ambiguities) of the initial query are discovered and estimated and Query Refinement, which analyses these ambiguities in order to provide suitable modification of that query that increases the precision and recall of the searching process. The Agent performs comprehensive analyses of a query, based on the structure of the used vocabulary in an information portal and the content of its information repository. Moreover, the information about the previous usersâ€™ behaviour and the activities of the current user are used for making the query refinement process more efficient (i.e. usage-driven and personalized). From the userâ€™s point of view, the main advantage of such an approach is that it enables a user to satisfy his information need in a more intuitive and efficient way."""
2428,"""In this paper we present an approach that models the behaviour of an on-line shop assistant on the knowledge level, i.e. it takes into account not only which actions (questions) a shop assistant will perform, but also which goals he wants to achieve by taking an action. As a generic reasoning pattern of such an e-shop agent we use the cover-and-differentiate problem-solving method, a method very successfully applied in various diagnosis and classification tasks. In that way, we can (i) model the question-answering process such that the minimal set of useful questions will be provided to a user, (ii) easily reinterpret and fine-tune shopping strategies that exist in other e-shop portals and (iii) design and integrate new methods into generic reasoning pattern. We present an evaluation study which illustrates these benefits."""
2429,"""In this paper we present an approach to model ontology evolution as reconfiguration-design problem solving. The problem is reduced to a graph search where the nodes are evolving ontologies and the edges represent the changes that transform the source node into the target node. The search is guided by the constraints provided partially by a user and partially by a set of rules defining ontology consistency. In this way we allow a user to specify an arbitrary request declaratively and ensure its resolving. The approach is implemented in the KAON framework and the evaluation study shows its benefits."""
2430,"""In this paper we present an ontology based approach for dynamic integration
of business partners on demand. ODAMY, an ontology-based methodology, is
proposed allowing flexible partner integration on demand into existing or
evolving dynamic business networks. The approach chosen takes focus on the
&amp;#8220;softer&amp;#8221; but important strategic aspects to measure the strategic fit to discover
and select business partners. It provides required mechanisms and methods to support trust building by supporting communication and increases
transparency within the network. Network companies are represented by a kind
of &amp;#8220;fingerprint&amp;#8221; describing their co-operation ability and requirements. First, the paper introduces into the scenario of dynamic business ecosystems. Then developments, trends and requirements of existing b2b integration concepts are discussed. ODAMY is described and the implementation is depicted to demonstrate how the methodology is put into practice."""
2431,"""In this paper we present the conceptual architecture of ONTOLOGER, a system for usage-driven management of querying for information in ontology-based information portals. The system is based on the analysis of usersâ€™ activities that are acquired in the so-called semantic log file, which contains information about the content of a visited page as well. These analyses are used for managing (i) the underlying ontology, (ii) querying mechanism and (iii) the content of the information repository, in order to ensure that (a) the structure of the vocabulary reflects the needs of users, (b) the highly-relevant results can be found by users although they make short queries and read only top-ranked results and (c) the information repository contains (only) resources users are interested in. The focus of the paper is on improving querying (retrieval) mechanism based on the usage data. We present a case study, which shows how a portal can benefit from implementing presented management system."""
2432,"""In this paper we present the following view on problem-solving methods for knowledge-based systems: Problem-solving methods describe an efficient reasoning strategy to achieve a goal by introducing assumptions about the available domain knowledge and the required functionality. Assumptions, dynamic reasoning behavior, and functionality are the three elements necessary to characterize a problem-solving method. In the paper we elaborate this argument and introduce a framework for characterising and developing such efficient problem solvers."""
2433,"""In this paper we present the following view on problem-solving methods for knowledge-based systems: Problem-solving methods describe an efficient reasoning strategy to achieve a goal by introducing assumptions about the available domain knowledge and the required functionality. Assumptions, dynamic reasoning behavior, and functionality are the three elements necessary to characterize a problem-solving method."""
2434,"""In this paper we present the language G-KARL. G-KARL allows to describe the static, the functional and the dynamic view to a knowledge based system (kbs) graphically. This graphical representation makes the communication between the expert and the knowledge engineer easier. The underlying conceptual model for G-KARL is derived from the KADS model of expertise. Every primitive of G-KARL may be mapped to a language primitive of the language KARL (Knowledge Acquisition and Representation Language). KARL is a formal language, so every primitive of G-KARL has a defined formal semantics. KARL is an executable language, so G-KARL is also executable which supports the validation of the model of expertise by testing and thus allows the model of expertise to be built by prototyping. G-KARL allows to visualize the execution of this model which additionally supports the validation process. While G-KARL contains well established graphical means for the different views like the OMT-notation for the static view, data flow diagrams for the functional view and program flow diagrams for the dynamic view, G-KARL also offers new graphical primitives for specifying elementary inference actions within data flow diagrams and for specifying sufficient and necessary conditions within the static view. In KARL these model elements are described by L-KARL, a logical language enriched by additional modeling primitives."""
2435,"""In this paper we presented a framework for the query refinement which is driven by the userâ€™s information needs. Based on the analyses of the real IR case studies we gathered the requirements and modeled the query refinement process as the process of changing query ambiguity according to a user â€˜s need. We define several semantic and structural ambiguities, implied by the used vocabulary and information repository, respectively. As our evaluation study shows, the usability of the approach overcomes the traditional information retrieval problems and enables the realisation of an e-shop-assistant in the e-commerce applications."""
2436,"""In this paper,  we investigate state-of-the-art technologies in the
area of modular ontologies and corresponding logical formalisms. We
compare the strengths and weaknesses of different formalisms for modular ontologies in their ability to support networked, dynamic and
distributed ontologies, as well as the reasoning capability over
these ontologies. The comparison result shows limitations of
existing formalisms to fully address the need of modular ontologies
in the given setting, and possible future extensions to overcome
those limitations."""
2437,"""In this paper, we describe a solution to the Sisyphus elevator configuration problem by combining the formal and operational specification language KARL and the configurable role-limiting shell approach. The knowledge is described in a graphical and semiformal manner which is influenced by the KADS models of expertise. A formal description is gained by supplementing the semiformal description with formal specifications which add a new level of precision and uniqueness. A role limiting shell for propose-and-revise systems was designed and implemented as realization of the final system. This shell has been derived by adapting another shell which is based on a similar problem-solving method, namely the propose-and-exchange method."""
2438,"""In this paper, we discuss Conceptual Knowledge Discovery in Databases (CKDD) in its connection with Data Analysis. Our approach is based on Formal Concept Analysis, a mathematical theory which has been developed and proven useful during the last 20 years. Formal ConÂ­ cept Analysis has led to a theory of conceptual information systems which has been applied by using the management system TOSCANA in a wide range of domains. In this paper, we use such an application in database marketing to demonstrate how methods and procedures of CKDD can be applied in Data Analysis. In particular, we show the interplay and integration of data mining and data analysis techniques based on ForÂ­ mal Concept Analysis. The main concern of this paper is to explain how the transition from data to knowledge can be supported by a TOSCANA system. To clarify the transition steps we discuss their correspondence to the five levels of knowledge representation established by R. Brachman and to the steps of empirically grounded theory building proposed by A. Strauss and J. Corbin."""
2439,"""In this paper, we outline an approach for constructing clusters of related
terms that may be used for deriving formal conceptual structures like taxonomies. In contrast to previous approaches in this direction, we take into account the fact that words can have several meanings and consider two alternative soft clustering techniques, namely Overlapping Pole-Based Clustering (PoBOC) and Clustering by Comittees (CBC) for this purpose. These soft clustering algorithms try to detect
different contexts of the clustered words, resulting in possibly more than one cluster membership. We report on initial experiments conducted on textual data from the tourist domain."""
2440,"""In this paper, we present a novel approach for the change discovery in the ontology-based knowledge management systems. It extends our previous work in the ontology evolution by taking into account the usage of the ontology in the knowledge management system. The approach is mainly based on the analysis of the userâ€™s interaction with the system in providing annotations for knowledge resources, as well as in the process of accessing the knowledge by querying the knowledge repository. We defined several assessment criteria to estimate the quality of annotations and the userâ€™s needs from the point of view of the knowledge management. These criteria result in the recommendations for the continual system improvement. Two evaluation studies illustrate the benefits of our approach."""
2441,"""In this paper, we present a novel approach for the management of ontology-based knowledge portals. The approach is based on the analysis of the factors, which influence the precision of the searching for information. We focus on the structure of user queries, which are an estimation of the user information needs. Two kinds of analyses of the usersâ€™ queries are performed: static - related to the ontological properties and dynamic - related to the usersâ€™ interaction with the system. Regarding to the first analysis we define several assessment criteria for the quality of the metadata. For the second analysis, we introduced the Log ontology as a backbone for storing and analysing information about usersâ€™ behaviours in the Portal. We extended the previous research done in the analysing Query logs by introducing query-rewriting patterns. Moreover, we developed a new technology for tracking usersâ€™ interactions with the system, which is applied in our case study. The short evaluation shows the benefits of our approach in the real-world portals."""
2442,"""In this paper, we present a novel approach for the management of the ontology-based knowledge management system. It extends our previous work in the ontology evolution by taking into account the usage of the ontology in the knowledge management system. The approach is mainly based on the analysis of the usersâ€™ behaviour in two phases of a knowledge management cycle: (i) in providing knowledge by analysing the quality of annotations and (ii) in searching for knowledge by analysing usersâ€™ queries and the responses from the knowledge repository. This analysis results in the recommendations for changes in the underlying ontology, the annotations and/or the knowledge repository in order to make the whole system more efficient. We present two short case studies."""
2443,"""In this paper, we present an agent-based approach for the improvement of searching in an ontology-based knowledge management system. The system implements a library scenario in which users query the repository for knowledge resources. Consequently, the so-called Librarian Agent plays the role of the human librarian in the traditional library â€“ it uses all possible information, about the domain vocabulary, the behaviour of previous users and the capacity of the knowledge repository, in order to help users find the resources they are interested in. We partially implemented the approach in the Web Portal of our Institute and some initial evaluation results are shown."""
2444,"""In this paper, we present an approach for the disambiguation of ontology-based queries. The approach is based on measuring the ambiguity of a query with respect to the userâ€™s initial information need. We define several types of ambiguities concerning the structure of the underlying ontology and the content of the information repository. For each of these ambiguities we define a set of refinements/explanations, which helps in more efficient searching for information in an ontology-based information repository. We demonstrate the benefits of using our approach in an evaluation study."""
2445,"""In this paper, we propose an approach for guiding ontology managers through the modification of an ontology with respect to users' needs. It is based on the analysis of end-users' interactions with the ontology-based applications, which are tracked into the usage-log. Several measures taking into account the ontology hierarchy are defined. Their application on the usage log results in the set of the recommendations for the ontology improvement. The approach has been implemented in the system called OntoManager. The evaluation study shows the benefits of supporting ontology management by our approach."""
2446,"""In this paper, we propose the algorithm Pascal which introduces a novel op- timization of the well-known algorithm Apriori. Being provided with a given minsup threshold, Pascal discovers all frequent patterns by performing as few counting as possible. In order to derive the support of larger patterns without accessing the database whenever it is possible, we use the knowledge about the support of some of their sub-patterns, the so-called key patterns. Experiments comparing Pascal to the three algorithms Apriori, Close and Max-Miner, each of which being representative of a frequent patterns discovery strategy, show that Pascal is the most eÃ†cient algorithm for extracting patterns from strongly correlated data. Moreover, its execution times are equivalent to those of Apriori and Max-Miner when data is weakly correlated."""
2447,"""In this paper, we propose the algorithm Pascal which introduces a novel optimization of the well-known algorithm Apriori. This optimization is based on a new strategy called pattern counting inference that relies on the concept of key patterns. We show that the support of frequent non-key patterns can be inferred from frequent key patterns without accessing the database. Experiments comparing Pascal to the three algorithms Apriori, Close and Max-Miner, show that Pascal is among the most efficient algorithms for mining frequent patterns."""
2448,"""In this paper, we report about the current state of ToscanaJ, the latest member of the family of Toscana programs, that have been used for conceptual data analysis and knowledge discovery. After presenting the tool itself, we shortly describe the planned Tockit framework surrounding ToscanaJ, that will provide an Open Source toolset for programs based on Formal Concept Analysis and the planning for future development."""
