dblp,wikidata
http://dblp.l3s.de/d2r/resource/authors/Linda_See,http://www.wikidata.org/entity/Q58207439
http://dblp.l3s.de/d2r/resource/authors/Dan_L._Nicolae,http://www.wikidata.org/entity/Q42395676
http://dblp.l3s.de/d2r/resource/authors/Geir_Kjetil_Sandve,http://www.wikidata.org/entity/Q58144931
http://dblp.l3s.de/d2r/resource/authors/Sveinung_Gundersen,http://www.wikidata.org/entity/Q84517306
http://dblp.l3s.de/d2r/resource/authors/Ibrahima_Faye,http://www.wikidata.org/entity/Q60661535
http://dblp.l3s.de/d2r/resource/authors/Catarina_A._Carvalheda,http://www.wikidata.org/entity/Q58094405
http://dblp.l3s.de/d2r/resource/authors/Miguel_Machuqueiro,http://www.wikidata.org/entity/Q41046783
http://dblp.l3s.de/d2r/resource/authors/Slawomir_J._Nasuto,http://www.wikidata.org/entity/Q41049790
http://dblp.l3s.de/d2r/resource/authors/Andrew_P._King,http://www.wikidata.org/entity/Q47372376
http://dblp.l3s.de/d2r/resource/authors/Charalampos_Tsoumpas,http://www.wikidata.org/entity/Q39183739
http://dblp.l3s.de/d2r/resource/authors/Tobias_Schaeffter,http://www.wikidata.org/entity/Q41396497
http://dblp.l3s.de/d2r/resource/authors/Richard_Lavery,http://www.wikidata.org/entity/Q51628995
http://dblp.l3s.de/d2r/resource/authors/Xiaojun_Yang,http://www.wikidata.org/entity/Q57448583
http://dblp.l3s.de/d2r/resource/authors/Jordi_Freixenet,http://www.wikidata.org/entity/Q48883170
http://dblp.l3s.de/d2r/resource/authors/Barbara_Weber,http://www.wikidata.org/entity/Q25931597
http://dblp.l3s.de/d2r/resource/authors/Victor_J._Barranca,http://www.wikidata.org/entity/Q85277866
http://dblp.l3s.de/d2r/resource/authors/Michail_Vlachos,http://www.wikidata.org/entity/Q61041105
http://dblp.l3s.de/d2r/resource/authors/Dorothee_Saur,http://www.wikidata.org/entity/Q61822077
http://dblp.l3s.de/d2r/resource/authors/Jenny_Crinion,http://www.wikidata.org/entity/Q41790225
http://dblp.l3s.de/d2r/resource/authors/Stefano_F._Cappa,http://www.wikidata.org/entity/Q82852861
http://dblp.l3s.de/d2r/resource/authors/Asifa_Majid,http://www.wikidata.org/entity/Q56923703
http://dblp.l3s.de/d2r/resource/authors/Rafael_Najmanovich,http://www.wikidata.org/entity/Q41488364
http://dblp.l3s.de/d2r/resource/authors/Nathan_A._Baker,http://www.wikidata.org/entity/Q28318462
http://dblp.l3s.de/d2r/resource/authors/Vincent_C._K._Cheung,http://www.wikidata.org/entity/Q79923237
http://dblp.l3s.de/d2r/resource/authors/Alessandro_Treves,http://www.wikidata.org/entity/Q42889322
http://dblp.l3s.de/d2r/resource/authors/Simon_R._Schultz,http://www.wikidata.org/entity/Q40596420
http://dblp.l3s.de/d2r/resource/authors/Jing-xin_Zhao,http://www.wikidata.org/entity/Q57015049
http://dblp.l3s.de/d2r/resource/authors/Peifu_Tang,http://www.wikidata.org/entity/Q41578220
http://dblp.l3s.de/d2r/resource/authors/Xiu-yun_Su,http://www.wikidata.org/entity/Q85195908
http://dblp.l3s.de/d2r/resource/authors/Umut_Orhan,http://www.wikidata.org/entity/Q85768162
http://dblp.l3s.de/d2r/resource/authors/Barbara_M._Bakker,http://www.wikidata.org/entity/Q42557572
http://dblp.l3s.de/d2r/resource/authors/Hans_V._Westerhoff,http://www.wikidata.org/entity/Q15989741
http://dblp.l3s.de/d2r/resource/authors/Dong-Yup_Lee,http://www.wikidata.org/entity/Q42773994
http://dblp.l3s.de/d2r/resource/authors/Sang_Yup_Lee,http://www.wikidata.org/entity/Q30506231
http://dblp.l3s.de/d2r/resource/authors/Barbara_R._Braams,http://www.wikidata.org/entity/Q84116804
http://dblp.l3s.de/d2r/resource/authors/Eveline_A._Crone,http://www.wikidata.org/entity/Q28842555
http://dblp.l3s.de/d2r/resource/authors/Maartje_E._J._Raijmakers,http://www.wikidata.org/entity/Q85828990
http://dblp.l3s.de/d2r/resource/authors/David_V._Ford,http://www.wikidata.org/entity/Q56947966
http://dblp.l3s.de/d2r/resource/authors/J._Gareth_Noble,http://www.wikidata.org/entity/Q57991363
http://dblp.l3s.de/d2r/resource/authors/Kerina_H._Jones,http://www.wikidata.org/entity/Q57836821
http://dblp.l3s.de/d2r/resource/authors/Rodden_Middleton,http://www.wikidata.org/entity/Q57836817
http://dblp.l3s.de/d2r/resource/authors/Luis_Mateus_Rocha,http://www.wikidata.org/entity/Q43198012
http://dblp.l3s.de/d2r/resource/authors/Andrea_Valsecchi,http://www.wikidata.org/entity/Q60633411
http://dblp.l3s.de/d2r/resource/authors/Pablo_Mesejo,http://www.wikidata.org/entity/Q56812834
http://dblp.l3s.de/d2r/resource/authors/Stefano_Cagnoni,http://www.wikidata.org/entity/Q56812844
http://dblp.l3s.de/d2r/resource/authors/Debra_F._Laefer,http://www.wikidata.org/entity/Q57700512
http://dblp.l3s.de/d2r/resource/authors/Linh_Truong-Hong,http://www.wikidata.org/entity/Q56556970
http://dblp.l3s.de/d2r/resource/authors/Eduardo_M._Mendiondo,http://www.wikidata.org/entity/Q58423716
http://dblp.l3s.de/d2r/resource/authors/J%C3%B3_Ueyama,http://www.wikidata.org/entity/Q52644740
http://dblp.l3s.de/d2r/resource/authors/Vincenzo_Della_Mea,http://www.wikidata.org/entity/Q55079932
http://dblp.l3s.de/d2r/resource/authors/Carlos_A._Coello_Coello,http://www.wikidata.org/entity/Q86898655
http://dblp.l3s.de/d2r/resource/authors/D._Louis_Collins,http://www.wikidata.org/entity/Q56396151
http://dblp.l3s.de/d2r/resource/authors/David_F._Nettleton,http://www.wikidata.org/entity/Q58735087
http://dblp.l3s.de/d2r/resource/authors/Johan_Steen,http://www.wikidata.org/entity/Q57440126
http://dblp.l3s.de/d2r/resource/authors/Tim_Kehl,http://www.wikidata.org/entity/Q56959780
http://dblp.l3s.de/d2r/resource/authors/Peter_J._Keir,http://www.wikidata.org/entity/Q57075231
http://dblp.l3s.de/d2r/resource/authors/Juliana_C._Chan,http://www.wikidata.org/entity/Q40358533
http://dblp.l3s.de/d2r/resource/authors/Norman_E._Davey,http://www.wikidata.org/entity/Q30510187
http://dblp.l3s.de/d2r/resource/authors/Richard_J._Edwards,http://www.wikidata.org/entity/Q56130373
http://dblp.l3s.de/d2r/resource/authors/Mohamad_Habes,http://www.wikidata.org/entity/Q47502633
http://dblp.l3s.de/d2r/resource/authors/Alexander_Tropsha,http://www.wikidata.org/entity/Q4720252
http://dblp.l3s.de/d2r/resource/authors/James_Lyons-Weiler,http://www.wikidata.org/entity/Q48080773
http://dblp.l3s.de/d2r/resource/authors/Tony_E._Godfrey,http://www.wikidata.org/entity/Q57487924
http://dblp.l3s.de/d2r/resource/authors/Ceslovas_Venclovas,http://www.wikidata.org/entity/Q68176884
http://dblp.l3s.de/d2r/resource/authors/Sergey_Gusarov,http://www.wikidata.org/entity/Q50593086
http://dblp.l3s.de/d2r/resource/authors/Laura_L._Elo,http://www.wikidata.org/entity/Q41046288
http://dblp.l3s.de/d2r/resource/authors/Maria_K._Jaakkola,http://www.wikidata.org/entity/Q63819482
http://dblp.l3s.de/d2r/resource/authors/Zeyar_Aung,http://www.wikidata.org/entity/Q57760025
http://dblp.l3s.de/d2r/resource/authors/Juhani_Iivari,http://www.wikidata.org/entity/Q57970253
http://dblp.l3s.de/d2r/resource/authors/Kawtar_Benghazi_Akhlaki,http://www.wikidata.org/entity/Q61479629
http://dblp.l3s.de/d2r/resource/authors/John_D._McPherson,http://www.wikidata.org/entity/Q37391589
http://dblp.l3s.de/d2r/resource/authors/Paul_C._Boutros,http://www.wikidata.org/entity/Q39184562
http://dblp.l3s.de/d2r/resource/authors/Robert_G._Bristow,http://www.wikidata.org/entity/Q42414379
http://dblp.l3s.de/d2r/resource/authors/Henning_Redestig,http://www.wikidata.org/entity/Q43114286
http://dblp.l3s.de/d2r/resource/authors/Jan_Lisec,http://www.wikidata.org/entity/Q56957383
http://dblp.l3s.de/d2r/resource/authors/Matthew_A._Hannah,http://www.wikidata.org/entity/Q39050206
http://dblp.l3s.de/d2r/resource/authors/Ferah_Calisir,http://www.wikidata.org/entity/Q80778666
http://dblp.l3s.de/d2r/resource/authors/Fethi_Calisir,http://www.wikidata.org/entity/Q63456529
http://dblp.l3s.de/d2r/resource/authors/Mathew_W._Wright,http://www.wikidata.org/entity/Q57184897
http://dblp.l3s.de/d2r/resource/authors/Einat_Liebenthal,http://www.wikidata.org/entity/Q58914927
http://dblp.l3s.de/d2r/resource/authors/Kilho_Eom,http://www.wikidata.org/entity/Q42759991
http://dblp.l3s.de/d2r/resource/authors/Gabriele_Lohmann,http://www.wikidata.org/entity/Q47451263
http://dblp.l3s.de/d2r/resource/authors/Michel_R._Labrosse,http://www.wikidata.org/entity/Q74620943
http://dblp.l3s.de/d2r/resource/authors/Shahrokh_Shahriari,http://www.wikidata.org/entity/Q84974800
http://dblp.l3s.de/d2r/resource/authors/Claire_Slevin,http://www.wikidata.org/entity/Q57080981
http://dblp.l3s.de/d2r/resource/authors/Gaurav_K._Varshney,http://www.wikidata.org/entity/Q52674137
http://dblp.l3s.de/d2r/resource/authors/Johan_Ledin,http://www.wikidata.org/entity/Q52006657
http://dblp.l3s.de/d2r/resource/authors/Raman_Sood,http://www.wikidata.org/entity/Q61478440
http://dblp.l3s.de/d2r/resource/authors/Shawn_M._Burgess,http://www.wikidata.org/entity/Q38154986
http://dblp.l3s.de/d2r/resource/authors/Jason_E._Shoemaker,http://www.wikidata.org/entity/Q41048248
http://dblp.l3s.de/d2r/resource/authors/Wolfgang_Banzhaf,http://www.wikidata.org/entity/Q64004184
http://dblp.l3s.de/d2r/resource/authors/Bernard_Dan,http://www.wikidata.org/entity/Q45698694
http://dblp.l3s.de/d2r/resource/authors/Matthieu_Duvinage,http://www.wikidata.org/entity/Q51438346
http://dblp.l3s.de/d2r/resource/authors/Ngai-Fong_Law,http://www.wikidata.org/entity/Q58141487
http://dblp.l3s.de/d2r/resource/authors/Arne_Traulsen,http://www.wikidata.org/entity/Q58319105
http://dblp.l3s.de/d2r/resource/authors/Christoph_Hauert,http://www.wikidata.org/entity/Q41045507
http://dblp.l3s.de/d2r/resource/authors/Adrien_Meguerditchian,http://www.wikidata.org/entity/Q45909415
http://dblp.l3s.de/d2r/resource/authors/Natalie_M._Schenker,http://www.wikidata.org/entity/Q43573291
http://dblp.l3s.de/d2r/resource/authors/John_Tromp,http://www.wikidata.org/entity/Q71836851
http://dblp.l3s.de/d2r/resource/authors/David_C._Alsop,http://www.wikidata.org/entity/Q33275119
http://dblp.l3s.de/d2r/resource/authors/Praveen_Agarwal,http://www.wikidata.org/entity/Q53421468
http://dblp.l3s.de/d2r/resource/authors/Jens_Haueisen,http://www.wikidata.org/entity/Q37617649
http://dblp.l3s.de/d2r/resource/authors/Yossi_Yovel,http://www.wikidata.org/entity/Q47452472
http://dblp.l3s.de/d2r/resource/authors/George_Alter,http://www.wikidata.org/entity/Q40472312
http://dblp.l3s.de/d2r/resource/authors/Mei-Po_Kwan,http://www.wikidata.org/entity/Q39896368
http://dblp.l3s.de/d2r/resource/authors/Bernard_De_Baets,http://www.wikidata.org/entity/Q40217879
http://dblp.l3s.de/d2r/resource/authors/Carlos_Lopez-Molina,http://www.wikidata.org/entity/Q58731712
http://dblp.l3s.de/d2r/resource/authors/Edurne_Barrenechea_Tartas,http://www.wikidata.org/entity/Q58865098
http://dblp.l3s.de/d2r/resource/authors/Frank_Scharnowski,http://www.wikidata.org/entity/Q43275388
http://dblp.l3s.de/d2r/resource/authors/Sven_Haller,http://www.wikidata.org/entity/Q37842389
http://dblp.l3s.de/d2r/resource/authors/Alireza_Abbasi,http://www.wikidata.org/entity/Q57591505
http://dblp.l3s.de/d2r/resource/authors/Liaquat_Hossain,http://www.wikidata.org/entity/Q83310267
http://dblp.l3s.de/d2r/resource/authors/Jin_Hae_Kim,http://www.wikidata.org/entity/Q48198218
http://dblp.l3s.de/d2r/resource/authors/John_L._Markley,http://www.wikidata.org/entity/Q29946263
http://dblp.l3s.de/d2r/resource/authors/Woonghee_Lee,http://www.wikidata.org/entity/Q60247581
http://dblp.l3s.de/d2r/resource/authors/Alejandro_Panjkovich,http://www.wikidata.org/entity/Q43122617
http://dblp.l3s.de/d2r/resource/authors/Amelie_Stein,http://www.wikidata.org/entity/Q43122610
http://dblp.l3s.de/d2r/resource/authors/Patrick_Aloy,http://www.wikidata.org/entity/Q37393265
http://dblp.l3s.de/d2r/resource/authors/Alexandros_Efentakis,http://www.wikidata.org/entity/Q56840316
http://dblp.l3s.de/d2r/resource/authors/Andrew_Crooks,http://www.wikidata.org/entity/Q47697432
http://dblp.l3s.de/d2r/resource/authors/Cheng-Chi_Lee,http://www.wikidata.org/entity/Q50871375
http://dblp.l3s.de/d2r/resource/authors/Neil_Burgess,http://www.wikidata.org/entity/Q23657268
http://dblp.l3s.de/d2r/resource/authors/Tom_Hartley,http://www.wikidata.org/entity/Q50619411
http://dblp.l3s.de/d2r/resource/authors/Siu_Hung_Joshua_Chan,http://www.wikidata.org/entity/Q59677709
http://dblp.l3s.de/d2r/resource/authors/Xi-Nian_Zuo,http://www.wikidata.org/entity/Q24772621
http://dblp.l3s.de/d2r/resource/authors/Yufeng_Zang,http://www.wikidata.org/entity/Q25272175
http://dblp.l3s.de/d2r/resource/authors/Zhi_Yang,http://www.wikidata.org/entity/Q58120268
http://dblp.l3s.de/d2r/resource/authors/Alessio_Farcomeni,http://www.wikidata.org/entity/Q39067753
http://dblp.l3s.de/d2r/resource/authors/Holger_Schultheis,http://www.wikidata.org/entity/Q50643505
http://dblp.l3s.de/d2r/resource/authors/Melissa_J._Fullwood,http://www.wikidata.org/entity/Q55208990
http://dblp.l3s.de/d2r/resource/authors/Aristotelis_Chatziioannou,http://www.wikidata.org/entity/Q47357191
http://dblp.l3s.de/d2r/resource/authors/Hiroshi_G._Okuno,http://www.wikidata.org/entity/Q56426342
http://dblp.l3s.de/d2r/resource/authors/Bruce_A._Craig,http://www.wikidata.org/entity/Q42211308
http://dblp.l3s.de/d2r/resource/authors/Jianlong_Zhou,http://www.wikidata.org/entity/Q61283940
http://dblp.l3s.de/d2r/resource/authors/Tamir_Tuller,http://www.wikidata.org/entity/Q42428599
http://dblp.l3s.de/d2r/resource/authors/Ghazi_O._Tadmouri,http://www.wikidata.org/entity/Q30504726
http://dblp.l3s.de/d2r/resource/authors/Cho-Yi_Chen,http://www.wikidata.org/entity/Q56027656
http://dblp.l3s.de/d2r/resource/authors/Alton_Y._K._Chua,http://www.wikidata.org/entity/Q59152248
http://dblp.l3s.de/d2r/resource/authors/Dominik_Wodarz,http://www.wikidata.org/entity/Q56974284
http://dblp.l3s.de/d2r/resource/authors/Ondrej_Chum,http://www.wikidata.org/entity/Q82520708
http://dblp.l3s.de/d2r/resource/authors/Nurcan_Tuncbag,http://www.wikidata.org/entity/Q41044794
http://dblp.l3s.de/d2r/resource/authors/Xiaoqing_Liu,http://www.wikidata.org/entity/Q61477431
http://dblp.l3s.de/d2r/resource/authors/Paul_Fearnhead,http://www.wikidata.org/entity/Q40016414
http://dblp.l3s.de/d2r/resource/authors/Valentin_Loux,http://www.wikidata.org/entity/Q41576762
http://dblp.l3s.de/d2r/resource/authors/Alfredo_Pereira_Jr.,http://www.wikidata.org/entity/Q80155213
http://dblp.l3s.de/d2r/resource/authors/Karthik_Raman_0002,http://www.wikidata.org/entity/Q30505220
http://dblp.l3s.de/d2r/resource/authors/Nagasuma_R._Chandra,http://www.wikidata.org/entity/Q51934907
http://dblp.l3s.de/d2r/resource/authors/Rutger_A._Vos,http://www.wikidata.org/entity/Q28913585
http://dblp.l3s.de/d2r/resource/authors/Paul_G._Mullins,http://www.wikidata.org/entity/Q39507264
http://dblp.l3s.de/d2r/resource/authors/Kevin_McCabe,http://www.wikidata.org/entity/Q4275763
http://dblp.l3s.de/d2r/resource/authors/Alan_J._Moskowitz,http://www.wikidata.org/entity/Q42641805
http://dblp.l3s.de/d2r/resource/authors/Junyan_Qian,http://www.wikidata.org/entity/Q85228827
http://dblp.l3s.de/d2r/resource/authors/Dany_J._V._Beste,http://www.wikidata.org/entity/Q85071529
http://dblp.l3s.de/d2r/resource/authors/Johnjoe_McFadden,http://www.wikidata.org/entity/Q61314754
http://dblp.l3s.de/d2r/resource/authors/Roy_Mukamel,http://www.wikidata.org/entity/Q48144311
http://dblp.l3s.de/d2r/resource/authors/Simon_J._Puglisi,http://www.wikidata.org/entity/Q58050042
http://dblp.l3s.de/d2r/resource/authors/Yaser_E._Hawas,http://www.wikidata.org/entity/Q83306451
http://dblp.l3s.de/d2r/resource/authors/Gerrit_Polder,http://www.wikidata.org/entity/Q56418067
http://dblp.l3s.de/d2r/resource/authors/Hanno_Scharr,http://www.wikidata.org/entity/Q54656451
http://dblp.l3s.de/d2r/resource/authors/Massimo_Minervini,http://www.wikidata.org/entity/Q58528349
http://dblp.l3s.de/d2r/resource/authors/Christopher_J._Fields,http://www.wikidata.org/entity/Q47135400
http://dblp.l3s.de/d2r/resource/authors/Gene_W._Tyson,http://www.wikidata.org/entity/Q54115225
http://dblp.l3s.de/d2r/resource/authors/Claudia_Martini,http://www.wikidata.org/entity/Q43257386
http://dblp.l3s.de/d2r/resource/authors/Maria_L._Trincavelli,http://www.wikidata.org/entity/Q43181425
http://dblp.l3s.de/d2r/resource/authors/Maria_P._Abbracchio,http://www.wikidata.org/entity/Q21329153
http://dblp.l3s.de/d2r/resource/authors/Erik_Cuevas,http://www.wikidata.org/entity/Q62066615
http://dblp.l3s.de/d2r/resource/authors/Cinzia_Campari,http://www.wikidata.org/entity/Q56233498
http://dblp.l3s.de/d2r/resource/authors/Pamela_Mancuso,http://www.wikidata.org/entity/Q55098206
http://dblp.l3s.de/d2r/resource/authors/Paolo_Giorgi_Rossi,http://www.wikidata.org/entity/Q40700683
http://dblp.l3s.de/d2r/resource/authors/Rajendra_Kumar,http://www.wikidata.org/entity/Q58237545
http://dblp.l3s.de/d2r/resource/authors/David_R._Westhead,http://www.wikidata.org/entity/Q30513686
http://dblp.l3s.de/d2r/resource/authors/James_R._Bradford,http://www.wikidata.org/entity/Q42552817
http://dblp.l3s.de/d2r/resource/authors/Dirk_Vandermeulen,http://www.wikidata.org/entity/Q57010319
http://dblp.l3s.de/d2r/resource/authors/Koen_Van_Leemput,http://www.wikidata.org/entity/Q27899406
http://dblp.l3s.de/d2r/resource/authors/Daniel_P._Ferris,http://www.wikidata.org/entity/Q37369053
http://dblp.l3s.de/d2r/resource/authors/Klaus_Gramann,http://www.wikidata.org/entity/Q37618084
http://dblp.l3s.de/d2r/resource/authors/Scott_Makeig,http://www.wikidata.org/entity/Q39164541
http://dblp.l3s.de/d2r/resource/authors/George_K._Acquaah-Mensah,http://www.wikidata.org/entity/Q41049356
http://dblp.l3s.de/d2r/resource/authors/Ronald_C._Taylor,http://www.wikidata.org/entity/Q41048978
http://dblp.l3s.de/d2r/resource/authors/Francesc_Solsona,http://www.wikidata.org/entity/Q43371038
http://dblp.l3s.de/d2r/resource/authors/Hiren_Karathia,http://www.wikidata.org/entity/Q55143339
http://dblp.l3s.de/d2r/resource/authors/Ivan_Teixido,http://www.wikidata.org/entity/Q57021606
http://dblp.l3s.de/d2r/resource/authors/Akira_R._Kinjo,http://www.wikidata.org/entity/Q61108121
http://dblp.l3s.de/d2r/resource/authors/Solon_P._Pissis,http://www.wikidata.org/entity/Q56685575
http://dblp.l3s.de/d2r/resource/authors/J._John_Mann,http://www.wikidata.org/entity/Q86890566
http://dblp.l3s.de/d2r/resource/authors/Michael_R._Irwin,http://www.wikidata.org/entity/Q40302808
http://dblp.l3s.de/d2r/resource/authors/Tristen_K._Inagaki,http://www.wikidata.org/entity/Q42382629
http://dblp.l3s.de/d2r/resource/authors/Alicia_Poplawski,http://www.wikidata.org/entity/Q38546087
http://dblp.l3s.de/d2r/resource/authors/Harald_Binder,http://www.wikidata.org/entity/Q54195529
http://dblp.l3s.de/d2r/resource/authors/Robert_E._Roth,http://www.wikidata.org/entity/Q58220229
http://dblp.l3s.de/d2r/resource/authors/Guoqing_Wang,http://www.wikidata.org/entity/Q60179916
http://dblp.l3s.de/d2r/resource/authors/Alex_Pothen,http://www.wikidata.org/entity/Q55274739
http://dblp.l3s.de/d2r/resource/authors/Leon_Axel,http://www.wikidata.org/entity/Q33272865
http://dblp.l3s.de/d2r/resource/authors/Maria_Stokes,http://www.wikidata.org/entity/Q44420006
http://dblp.l3s.de/d2r/resource/authors/Angus_I._Lamond,http://www.wikidata.org/entity/Q21165211
http://dblp.l3s.de/d2r/resource/authors/Levi_Waldron,http://www.wikidata.org/entity/Q41044211
http://dblp.l3s.de/d2r/resource/authors/Markus_Riester,http://www.wikidata.org/entity/Q41050073
http://dblp.l3s.de/d2r/resource/authors/Cheryl_M._Capek,http://www.wikidata.org/entity/Q58299106
http://dblp.l3s.de/d2r/resource/authors/Mary_Rudner,http://www.wikidata.org/entity/Q38639668
http://dblp.l3s.de/d2r/resource/authors/Eric_Deharo,http://www.wikidata.org/entity/Q37831491
http://dblp.l3s.de/d2r/resource/authors/Jans_H._Alzate-Morales,http://www.wikidata.org/entity/Q45705582
http://dblp.l3s.de/d2r/resource/authors/Julio_Caballero,http://www.wikidata.org/entity/Q44336265
http://dblp.l3s.de/d2r/resource/authors/Miguel_Quiliano,http://www.wikidata.org/entity/Q42731314
http://dblp.l3s.de/d2r/resource/authors/Khoshnam_Shojaei,http://www.wikidata.org/entity/Q56419760
http://dblp.l3s.de/d2r/resource/authors/Ata_Akin,http://www.wikidata.org/entity/Q47758955
http://dblp.l3s.de/d2r/resource/authors/Xavier_Estivill,http://www.wikidata.org/entity/Q9096554
http://dblp.l3s.de/d2r/resource/authors/James_A._Evans,http://www.wikidata.org/entity/Q57966731
http://dblp.l3s.de/d2r/resource/authors/Markus_Kiefer,http://www.wikidata.org/entity/Q56933792
http://dblp.l3s.de/d2r/resource/authors/David_Smahel,http://www.wikidata.org/entity/Q51706483
http://dblp.l3s.de/d2r/resource/authors/Lukas_Blinka,http://www.wikidata.org/entity/Q79710633
http://dblp.l3s.de/d2r/resource/authors/Filip_Drozd,http://www.wikidata.org/entity/Q55454835
http://dblp.l3s.de/d2r/resource/authors/Camillo_Marra,http://www.wikidata.org/entity/Q30509683
http://dblp.l3s.de/d2r/resource/authors/Giordano_Lacidogna,http://www.wikidata.org/entity/Q85064673
http://dblp.l3s.de/d2r/resource/authors/Marco_Bozzali,http://www.wikidata.org/entity/Q42770180
http://dblp.l3s.de/d2r/resource/authors/William_H._Walters,http://www.wikidata.org/entity/Q60059054
http://dblp.l3s.de/d2r/resource/authors/Clemens_Wrzodek,http://www.wikidata.org/entity/Q57016436
http://dblp.l3s.de/d2r/resource/authors/Alun_D._Preece,http://www.wikidata.org/entity/Q59305726
http://dblp.l3s.de/d2r/resource/authors/Nick_Francis,http://www.wikidata.org/entity/Q41581137
http://dblp.l3s.de/d2r/resource/authors/Thomas_H._B._FitzGerald,http://www.wikidata.org/entity/Q41049236
http://dblp.l3s.de/d2r/resource/authors/Bayan_S._Sharif,http://www.wikidata.org/entity/Q77890229
http://dblp.l3s.de/d2r/resource/authors/Keith_A._Crandall,http://www.wikidata.org/entity/Q42212481
http://dblp.l3s.de/d2r/resource/authors/Leonard_C._Schalkwyk,http://www.wikidata.org/entity/Q42306001
http://dblp.l3s.de/d2r/resource/authors/Oliver_S._P._Davis,http://www.wikidata.org/entity/Q47712587
http://dblp.l3s.de/d2r/resource/authors/Robert_Plomin,http://www.wikidata.org/entity/Q3401334
http://dblp.l3s.de/d2r/resource/authors/Dmitry_A._Rodionov,http://www.wikidata.org/entity/Q42712796
http://dblp.l3s.de/d2r/resource/authors/Paul_Vauterin,http://www.wikidata.org/entity/Q59560394
http://dblp.l3s.de/d2r/resource/authors/Manuel_Azenha,http://www.wikidata.org/entity/Q46129881
http://dblp.l3s.de/d2r/resource/authors/Riccardo_Concu,http://www.wikidata.org/entity/Q57017766
http://dblp.l3s.de/d2r/resource/authors/Birte_Glimm,http://www.wikidata.org/entity/Q81295922
http://dblp.l3s.de/d2r/resource/authors/Chi-Hua_Chen,http://www.wikidata.org/entity/Q57414039
http://dblp.l3s.de/d2r/resource/authors/Graeme_Houston,http://www.wikidata.org/entity/Q56956011
http://dblp.l3s.de/d2r/resource/authors/Helen_M._Colhoun,http://www.wikidata.org/entity/Q44200654
http://dblp.l3s.de/d2r/resource/authors/Jill_J._F._Belch,http://www.wikidata.org/entity/Q43199463
http://dblp.l3s.de/d2r/resource/authors/Shona_Z._Matthew,http://www.wikidata.org/entity/Q84492600
http://dblp.l3s.de/d2r/resource/authors/Marc_Holderied,http://www.wikidata.org/entity/Q53972918
http://dblp.l3s.de/d2r/resource/authors/Qianjin_Feng,http://www.wikidata.org/entity/Q85636191
http://dblp.l3s.de/d2r/resource/authors/Yoonsoo_Hahn,http://www.wikidata.org/entity/Q56953361
http://dblp.l3s.de/d2r/resource/authors/Sze_Chun_Wong,http://www.wikidata.org/entity/Q81405997
http://dblp.l3s.de/d2r/resource/authors/Wai_Yuen_Szeto,http://www.wikidata.org/entity/Q84343280
http://dblp.l3s.de/d2r/resource/authors/Ruth_Y._Eberhardt,http://www.wikidata.org/entity/Q37392847
http://dblp.l3s.de/d2r/resource/authors/Maite_Barrios,http://www.wikidata.org/entity/Q48970859
http://dblp.l3s.de/d2r/resource/authors/Heidi_Johansen-Berg,http://www.wikidata.org/entity/Q21260835
http://dblp.l3s.de/d2r/resource/authors/Kate_E._Watkins,http://www.wikidata.org/entity/Q47791050
http://dblp.l3s.de/d2r/resource/authors/Nicola_De_Stefano,http://www.wikidata.org/entity/Q56811273
http://dblp.l3s.de/d2r/resource/authors/Ki-Il_Kim,http://www.wikidata.org/entity/Q85337920
http://dblp.l3s.de/d2r/resource/authors/Jongrae_Kim,http://www.wikidata.org/entity/Q55459229
http://dblp.l3s.de/d2r/resource/authors/Pat_Heslop-Harrison,http://www.wikidata.org/entity/Q44493121
http://dblp.l3s.de/d2r/resource/authors/Alessandro_Vercelli,http://www.wikidata.org/entity/Q56191516
http://dblp.l3s.de/d2r/resource/authors/Hakmook_Kang,http://www.wikidata.org/entity/Q47144904
http://dblp.l3s.de/d2r/resource/authors/Xin_Di,http://www.wikidata.org/entity/Q52280080
http://dblp.l3s.de/d2r/resource/authors/Robi_Polikar,http://www.wikidata.org/entity/Q42599783
http://dblp.l3s.de/d2r/resource/authors/Yi-Fei_Huang,http://www.wikidata.org/entity/Q57578370
http://dblp.l3s.de/d2r/resource/authors/Violaine_Moreau,http://www.wikidata.org/entity/Q56419329
http://dblp.l3s.de/d2r/resource/authors/Hongxia_Lei,http://www.wikidata.org/entity/Q61090367
http://dblp.l3s.de/d2r/resource/authors/Haim_Ashkenazy,http://www.wikidata.org/entity/Q54438482
http://dblp.l3s.de/d2r/resource/authors/Albert_Sickmann,http://www.wikidata.org/entity/Q28211405
http://dblp.l3s.de/d2r/resource/authors/Kenny_Helsens,http://www.wikidata.org/entity/Q56941948
http://dblp.l3s.de/d2r/resource/authors/Marc_Vaudel,http://www.wikidata.org/entity/Q83427887
http://dblp.l3s.de/d2r/resource/authors/Manuel_Duarte_Ortigueira,http://www.wikidata.org/entity/Q59128566
http://dblp.l3s.de/d2r/resource/authors/Abigail_Cabunoc,http://www.wikidata.org/entity/Q86652981
http://dblp.l3s.de/d2r/resource/authors/Christian_Grove,http://www.wikidata.org/entity/Q55915095
http://dblp.l3s.de/d2r/resource/authors/Erich_M._Schwarz,http://www.wikidata.org/entity/Q30518639
http://dblp.l3s.de/d2r/resource/authors/Karen_Yook,http://www.wikidata.org/entity/Q57316841
