doi,instance,num_citations,cls
10.1093/bioinformatics/bti724,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/MaH05,3,1
10.3389/fncom.2010.00141,http://dblp.l3s.de/d2r/resource/publications/journals/ficn/PotjansMD10,2,1
10.1111/j.1540-5915.2010.00290.x,http://dblp.l3s.de/d2r/resource/publications/journals/dsj/DennisRH10,1,0
10.1007/978-3-642-34778-8_17,http://dblp.l3s.de/d2r/resource/publications/conf/pcm/QinZYGYJ12,1,0
10.1162/089892905774597290,http://dblp.l3s.de/d2r/resource/publications/journals/jocn/KoelschGWS05,14,1
10.1016/j.patrec.2013.07.003,http://dblp.l3s.de/d2r/resource/publications/journals/prl/Turk14,1,0
10.1109/24.914547,http://dblp.l3s.de/d2r/resource/publications/journals/tr/KeymeulenZJS00,1,0
10.1007/978-3-642-40415-3_9,http://dblp.l3s.de/d2r/resource/publications/conf/iva/PayneSRJ13,1,0
10.1016/j.neunet.2009.05.013,http://dblp.l3s.de/d2r/resource/publications/journals/nn/KiranyazTYG09,1,0
10.1186/s12859-015-0854-z,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/BouhaddaniHSPJU16,1,0
10.1007/978-3-662-46447-2_32,http://dblp.l3s.de/d2r/resource/publications/conf/pkc/LyubashevskyW15,1,0
10.1162/jocn.2007.19.3.376,http://dblp.l3s.de/d2r/resource/publications/journals/jocn/JohnsonNZK07,2,1
10.1007/s00521-013-1367-1,http://dblp.l3s.de/d2r/resource/publications/journals/nca/YangD14,5,1
10.1016/j.ipm.2004.10.007,http://dblp.l3s.de/d2r/resource/publications/journals/ipm/JansenS06,3,1
10.1111/j.1467-8640.2011.00399.x,http://dblp.l3s.de/d2r/resource/publications/journals/ci/BjorneHGAPS11,3,1
10.1111/j.1365-2575.2010.00367.x,http://dblp.l3s.de/d2r/resource/publications/journals/isj/AvisonFP11,1,0
10.1093/bioinformatics/btm066,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/BrameierKM07,17,1
10.1007/978-3-642-03845-7_10,http://dblp.l3s.de/d2r/resource/publications/conf/cmsb/MariaFS09,1,0
10.1007/s11277-014-1762-7,http://dblp.l3s.de/d2r/resource/publications/journals/wpc/GuoW14,1,0
10.1016/j.mcm.2012.11.027,http://dblp.l3s.de/d2r/resource/publications/journals/mcm/DebonMCP13,1,0
10.1007/978-3-642-19835-9_21,http://dblp.l3s.de/d2r/resource/publications/conf/tacas/AnnpureddyLFS11,1,0
10.1093/bioinformatics/btn069,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/WuZ08,1,0
10.1109/42.974933,http://dblp.l3s.de/d2r/resource/publications/journals/tmi/FerrantNMJKW01,4,1
10.4304/jcp.8.8.2110-2117,http://dblp.l3s.de/d2r/resource/publications/journals/jcp/DingZXB13,1,0
10.1016/j.ins.2004.06.009,http://dblp.l3s.de/d2r/resource/publications/journals/isci/SunZT05,1,0
10.1007/978-3-540-68894-5_9,http://dblp.l3s.de/d2r/resource/publications/conf/sfm/DemattePR08,1,0
10.1016/j.jag.2014.06.013,http://dblp.l3s.de/d2r/resource/publications/journals/aeog/SongJTXLG15,1,0
10.1016/j.neuroimage.2015.10.025,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/HeinzleKORS16,3,1
10.1089/cyber.2012.0350,http://dblp.l3s.de/d2r/resource/publications/journals/cbsn/RuiCD13,1,0
10.1016/j.neuroimage.2012.10.041,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/PaulusKLSM13,2,1
10.1007/11573937_51,http://dblp.l3s.de/d2r/resource/publications/conf/appt/BaiCL05,1,0
10.1111/j.1756-8765.2009.01029.x,http://dblp.l3s.de/d2r/resource/publications/journals/topics/PaletzS10,1,0
10.1016/j.neuroimage.2011.04.070,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/AhmadlouA11,1,0
10.1016/j.neuroimage.2010.12.012,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/BoerSLVGLIVBN11,2,1
10.1109/10.867943,http://dblp.l3s.de/d2r/resource/publications/journals/tbe/GarciaSOL00,1,0
10.1080/03610911003615816,http://dblp.l3s.de/d2r/resource/publications/journals/cssc/DreznerTZ10,1,0
10.1007/s00138-011-0341-0,http://dblp.l3s.de/d2r/resource/publications/journals/mva/WangYLZD12,1,0
10.1016/j.gpb.2013.08.002,http://dblp.l3s.de/d2r/resource/publications/journals/gpb/WangGHBLZLWZ13,1,0
10.1089/10665270252935458,http://dblp.l3s.de/d2r/resource/publications/journals/jcb/CowenBMKB02,1,0
10.1016/j.neuroimage.2009.12.088,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/RohrerRMOMFRW10,6,1
10.1186/1471-2105-12-26,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/LevenstienK11,1,0
10.1093/bioinformatics/btm069,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/StackliesRSWS07,20,1
10.1021/ci400195v,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/FerreiraFS13,2,1
10.1137/1.9781611972733.4,http://dblp.l3s.de/d2r/resource/publications/conf/sdm/Brand03,1,0
10.1093/bib/bbs081,http://dblp.l3s.de/d2r/resource/publications/journals/bib/SchirmerSQ14,6,1
10.1007/978-3-642-37401-2_8,http://dblp.l3s.de/d2r/resource/publications/conf/apweb/LuLWWZ13,1,0
10.1109/34.141553,http://dblp.l3s.de/d2r/resource/publications/journals/pami/MohanN92,1,0
10.1007/978-3-540-39398-6_2,http://dblp.l3s.de/d2r/resource/publications/conf/tsd/Furui03,1,0
10.1093/bioinformatics/bti1044,http://dblp.l3s.de/d2r/resource/publications/conf/ismb/NagarajanJK05,1,0
10.1016/j.cam.2013.12.048,http://dblp.l3s.de/d2r/resource/publications/journals/jcam/WuSS14,1,0
10.1007/978-3-319-26916-0_9,http://dblp.l3s.de/d2r/resource/publications/conf/hsb/BartocciBMNS15,1,0
10.1186/1471-2105-8-278,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/PriceITHG07,1,0
10.3389/fncom.2011.00049,http://dblp.l3s.de/d2r/resource/publications/journals/ficn/Hines0S11,1,0
10.1016/j.neucom.2013.01.065,http://dblp.l3s.de/d2r/resource/publications/journals/ijon/ChyzhykSG14,1,0
10.1186/s12859-015-0802-y,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/Edwards15,1,0
10.1021/ci4000213,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/MansouriRBTC13,2,1
10.5220/0005239004700476,http://dblp.l3s.de/d2r/resource/publications/conf/modelsward/ReichherzerCGG15,1,0
10.1093/nar/gkg526,http://dblp.l3s.de/d2r/resource/publications/journals/nar/VinczePR03,19,1
10.1186/1751-0473-6-5,http://dblp.l3s.de/d2r/resource/publications/journals/scfbm/WebbM11,1,0
10.1007/s11042-009-0339-z,http://dblp.l3s.de/d2r/resource/publications/journals/mta/BatkoFLNPRSZ10,1,0
10.1186/1471-2105-10-67,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/EilbeckMHY09,2,1
10.1016/j.neuroimage.2012.12.059,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/GervenMSSLABJ13,3,1
10.1093/bioinformatics/btu201,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/VaughanKPWD14,6,1
10.1016/j.jvcir.2012.05.003,http://dblp.l3s.de/d2r/resource/publications/journals/jvcir/LuMGZL13,3,1
10.1186/s12911-015-0207-x,http://dblp.l3s.de/d2r/resource/publications/journals/midm/StraussMATMFZ15,1,0
10.1016/j.neuroimage.2014.12.052,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/Bernal-RusielRG15,1,0
10.1093/bioinformatics/btu613,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/YatesBKMPRRTVF15,12,1
10.1016/j.jcss.2014.02.006,http://dblp.l3s.de/d2r/resource/publications/journals/jcss/ZhaoWTCSRKSG14,3,1
10.1016/j.eswa.2011.02.008,http://dblp.l3s.de/d2r/resource/publications/journals/eswa/LiZTMLR11,1,0
10.1186/1472-6947-7-33,http://dblp.l3s.de/d2r/resource/publications/journals/midm/BlayaSYYSACF07,1,0
10.1007/s00422-002-0363-9,http://dblp.l3s.de/d2r/resource/publications/journals/bc/TegnerCW02,1,0
10.1016/j.dss.2013.03.002,http://dblp.l3s.de/d2r/resource/publications/journals/dss/YangKNL13,1,0
10.3727/109830508788403114,http://dblp.l3s.de/d2r/resource/publications/journals/jitt/YooG08a,1,0
10.1016/0031-3203(90)90110-7,http://dblp.l3s.de/d2r/resource/publications/journals/pr/YamadaYS90,1,0
10.1109/34.879789,http://dblp.l3s.de/d2r/resource/publications/journals/pami/LeeLS00,1,0
10.3389/fncom.2012.00042,http://dblp.l3s.de/d2r/resource/publications/journals/ficn/PalmaGV12,1,0
10.3389/fncom.2014.00169,http://dblp.l3s.de/d2r/resource/publications/journals/ficn/BengoetxeaLHCDC15,3,1
10.1016/j.cpc.2012.01.004,http://dblp.l3s.de/d2r/resource/publications/journals/cphysics/RinglU12,1,0
10.1093/bioinformatics/bti721,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/ChenL05,6,1
10.1080/18756891.2013.809938,http://dblp.l3s.de/d2r/resource/publications/journals/ijcisys/LiuGTHZ13,2,1
10.4249/scholarpedia.7457,http://dblp.l3s.de/d2r/resource/publications/journals/scholarpedia/Staiger10,1,0
10.1093/bioinformatics/btt521,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/ChenCCW13,2,1
10.1016/j.patrec.2008.10.002,http://dblp.l3s.de/d2r/resource/publications/journals/prl/EscaleraPR09,1,0
10.1016/j.neuroimage.2014.01.029,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/GeerligsSMRL14,4,1
10.1287/moor.4.3.233,http://dblp.l3s.de/d2r/resource/publications/journals/mor/Chvatal79,1,0
10.1016/j.mcm.2010.06.009,http://dblp.l3s.de/d2r/resource/publications/journals/mcm/WangLF10,1,0
10.1016/j.ins.2014.02.096,http://dblp.l3s.de/d2r/resource/publications/journals/isci/LopesMBC14,1,0
10.1093/bioinformatics/bth056,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/ShahF04,2,1
10.1016/j.camwa.2010.11.021,http://dblp.l3s.de/d2r/resource/publications/journals/cma/LiuZZ11,2,1
10.1016/j.mcm.2010.12.005,http://dblp.l3s.de/d2r/resource/publications/journals/mcm/MisraSS11,3,1
10.1016/j.adhoc.2010.04.007,http://dblp.l3s.de/d2r/resource/publications/journals/adhoc/YiADP11,1,0
10.1093/bioinformatics/btl474,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/PondPGWF06,30,1
10.1371/journal.pcbi.1000158,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/ZhangRSCG08,2,1
10.1093/nar/gkn314,http://dblp.l3s.de/d2r/resource/publications/journals/nar/JoVVRI08,3,1
10.1186/2041-1480-5-34,http://dblp.l3s.de/d2r/resource/publications/journals/biomedsem/DahdulCMMOWH14,3,1
10.1080/10447318.2015.1064664,http://dblp.l3s.de/d2r/resource/publications/journals/ijhci/HassenzahlWBHD15,1,0
10.1007/s12064-012-0150-7,http://dblp.l3s.de/d2r/resource/publications/journals/tib/Reitz12,1,0
10.1371/journal.pcbi.1003745,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/MagarkarMABTSPLB14,1,0
10.1007/s10278-015-9833-1,http://dblp.l3s.de/d2r/resource/publications/journals/jdi/HaakPD16,2,1
10.1016/j.neuroimage.2012.04.020,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/MaruyamaPJSD12,1,0
10.1093/nar/27.1.318,http://dblp.l3s.de/d2r/resource/publications/journals/nar/HeinemeyerCKKKLMRSW99,3,1
10.1002/jcc.20974,http://dblp.l3s.de/d2r/resource/publications/journals/jcc/HogbergNL08,1,0
10.1518/001872096778940741,http://dblp.l3s.de/d2r/resource/publications/journals/hf/VolpeCSS96,1,0
10.1016/j.neuroimage.2010.11.042,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/PurcellNE11,1,0
10.1186/1471-2105-13-110,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/LaubachHL12,3,1
10.1155/2016/1826029,http://dblp.l3s.de/d2r/resource/publications/journals/cmmm/QuPGH16,1,0
10.1016/j.neuroimage.2012.12.050,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/WisnieffLSWZW13,1,0
10.1089/cmb.1994.1.199,http://dblp.l3s.de/d2r/resource/publications/journals/jcb/HideBV94,1,0
10.1007/978-3-642-15558-1_5,http://dblp.l3s.de/d2r/resource/publications/conf/eccv/SerradellOLFM10,1,0
10.1016/j.compedu.2012.12.020,http://dblp.l3s.de/d2r/resource/publications/journals/ce/DominguezSMFPM13,1,0
10.1007/s10115-012-0487-8,http://dblp.l3s.de/d2r/resource/publications/journals/kais/Bolon-CanedoSA13,2,1
10.1109/36.921422,http://dblp.l3s.de/d2r/resource/publications/journals/tgrs/WilsonYDCKLR01,1,0
10.1093/nar/gkm383,http://dblp.l3s.de/d2r/resource/publications/journals/nar/TsaiLCLHCY07,1,0
10.1021/ci990052b,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/Murray-RustR99,1,0
10.1016/j.chb.2010.08.015,http://dblp.l3s.de/d2r/resource/publications/journals/chb/KimSC11,3,1
10.1016/j.cageo.2013.01.010,http://dblp.l3s.de/d2r/resource/publications/journals/gandc/BuntingACL13,1,0
10.1016/j.cag.2015.09.003,http://dblp.l3s.de/d2r/resource/publications/journals/cg/FuhrmannLMWG15,1,0
10.1371/journal.pcbi.1002007,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/LeeW11,2,1
10.1007/s10590-005-2467-1,http://dblp.l3s.de/d2r/resource/publications/journals/mt/OBrien05,1,0
10.1109/91.890332,http://dblp.l3s.de/d2r/resource/publications/journals/tfs/HerreraM00,2,1
10.1016/j.tcs.2014.05.025,http://dblp.l3s.de/d2r/resource/publications/journals/tcs/BennettB14,1,0
10.1186/s13326-015-0037-x,http://dblp.l3s.de/d2r/resource/publications/journals/biomedsem/FujiwaraY15,1,0
10.1371/journal.pcbi.1002968,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/RajagopalXLWWSEKR13,13,1
10.1093/bioinformatics/btp398,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/StojmirovicY09,2,1
10.3389/fncom.2012.00093,http://dblp.l3s.de/d2r/resource/publications/journals/ficn/MinSN12,2,1
10.1016/j.neuroimage.2010.09.030,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/CutiniSZ11,2,1
10.1007/978-3-642-00887-0_21,http://dblp.l3s.de/d2r/resource/publications/conf/dasfaa/XinWCO09,1,0
10.1021/ci100150d,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/Toukach11,4,1
10.1186/1471-2342-13-7,http://dblp.l3s.de/d2r/resource/publications/journals/bmcmi/BrooksG13,2,1
10.1162/105474699566198,http://dblp.l3s.de/d2r/resource/publications/journals/presence/BarfieldHB99,1,0
10.1137/110833233,http://dblp.l3s.de/d2r/resource/publications/journals/siamam/DuKLP12,1,0
10.1016/j.cviu.2009.08.003,http://dblp.l3s.de/d2r/resource/publications/journals/cviu/TekDK10,3,1
10.1093/nar/23.13.2361,http://dblp.l3s.de/d2r/resource/publications/journals/nar/LoakesBLH95,1,0
10.1016/j.dsp.2012.02.008,http://dblp.l3s.de/d2r/resource/publications/journals/dsp/HeW12,1,0
10.1186/1471-2105-15-182,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/JiangLDZ14,22,1
10.1016/j.dam.2015.09.006,http://dblp.l3s.de/d2r/resource/publications/journals/dam/LiuWZP16,1,0
10.1016/j.envsoft.2008.10.001,http://dblp.l3s.de/d2r/resource/publications/journals/envsoft/BrovelliMB09,2,1
10.1093/bioinformatics/btv656,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/ChengMD16,2,1
10.1002/jcc.23650,http://dblp.l3s.de/d2r/resource/publications/journals/jcc/DienDK14,1,0
10.1016/j.cageo.2012.01.019,http://dblp.l3s.de/d2r/resource/publications/journals/gandc/ParishKSG12,1,0
10.1007/978-3-642-02774-1_16,http://dblp.l3s.de/d2r/resource/publications/conf/hci/BrandtzaegH09,1,0
10.1007/978-3-642-40728-4_4,http://dblp.l3s.de/d2r/resource/publications/conf/icann/SchumacherTP13,1,0
10.1093/bioinformatics/btr146,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/LarssonSN11,2,1
10.1007/s11227-013-0962-3,http://dblp.l3s.de/d2r/resource/publications/journals/tjs/ChouTL13,1,0
10.1186/1752-0509-6-97,http://dblp.l3s.de/d2r/resource/publications/journals/bmcsb/TejeraBR12,1,0
10.1016/j.artmed.2013.07.006,http://dblp.l3s.de/d2r/resource/publications/journals/artmed/AloiseASSMC13,1,0
10.1007/s10618-005-0361-3,http://dblp.l3s.de/d2r/resource/publications/journals/datamine/ZhaoKF05,1,0
10.1002/spe.1141,http://dblp.l3s.de/d2r/resource/publications/journals/spe/Thimbleby12,1,0
10.1093/bioinformatics/btg347,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/QianLLYG03,1,0
10.1162/jocn.2009.21378,http://dblp.l3s.de/d2r/resource/publications/journals/jocn/MajerusDPBLCSSFM10,1,0
10.1016/j.neuroimage.2011.08.049,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/ZhangLJZADWNWZ12,15,1
10.1186/1471-2105-12-393,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/ThompsonNMA11,3,1
10.1093/bioinformatics/17.5.419,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/Buhler01,1,0
10.1093/nar/gkr1060,http://dblp.l3s.de/d2r/resource/publications/journals/nar/PowellSTRKMARLDJMB12,22,1
10.1016/j.chb.2010.12.012,http://dblp.l3s.de/d2r/resource/publications/journals/chb/WangLCC11,2,1
10.1007/s00332-015-9277-2,http://dblp.l3s.de/d2r/resource/publications/journals/jns/AshwinP16,1,0
10.1007/978-90-481-3662-9_7,http://dblp.l3s.de/d2r/resource/publications/conf/cisse/LiutkeviciusVK08,1,0
10.1155/2007/41468,http://dblp.l3s.de/d2r/resource/publications/journals/cin/WangJ07,1,0
10.1002/jcc.21347,http://dblp.l3s.de/d2r/resource/publications/journals/jcc/RaoLLMULLC10,1,0
10.1007/s10822-016-9904-5,http://dblp.l3s.de/d2r/resource/publications/journals/jcamd/Nicholls16,1,0
10.1016/j.cor.2009.02.021,http://dblp.l3s.de/d2r/resource/publications/journals/cor/VeraGMT10,2,1
10.1016/j.jbi.2005.10.004,http://dblp.l3s.de/d2r/resource/publications/journals/jbi/AllenCBPC06,1,0
10.1016/j.amc.2014.01.150,http://dblp.l3s.de/d2r/resource/publications/journals/amc/WeeWKCH14,2,1
10.1007/978-3-540-74999-8_91,http://dblp.l3s.de/d2r/resource/publications/conf/clef/DeselaersWN06,1,0
10.1371/journal.pcbi.1003852,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/DunbarKFSD14,2,1
10.1016/j.patrec.2010.05.016,http://dblp.l3s.de/d2r/resource/publications/journals/prl/SantosM11,2,1
10.1186/1471-2105-13-92,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/BazinetC12,3,1
10.1016/j.cor.2014.03.009,http://dblp.l3s.de/d2r/resource/publications/journals/cor/CallejaCGP14,1,0
10.1371/journal.pcbi.1003915,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/Khaligh-RazaviK14,13,1
10.1007/s12021-009-9052-3,http://dblp.l3s.de/d2r/resource/publications/journals/ni/KoeneTHPRRPO09,2,1
10.1093/bioinformatics/btn287,http://dblp.l3s.de/d2r/resource/publications/conf/eccb/RemyR08,2,1
10.1093/bioinformatics/btl284,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/Qin06,2,1
10.1016/j.jbi.2007.07.007,http://dblp.l3s.de/d2r/resource/publications/journals/jbi/Kusnierczyk08,1,0
10.1287/isre.1060.0103,http://dblp.l3s.de/d2r/resource/publications/journals/isr/NicolaouM06,1,0
10.1093/bioinformatics/btr090,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/ReidysHAPSN11,3,1
10.1016/j.asoc.2014.08.069,http://dblp.l3s.de/d2r/resource/publications/journals/asc/HuWW14,1,0
10.1007/s11241-005-0507-9,http://dblp.l3s.de/d2r/resource/publications/journals/rts/BiniB05,2,1
10.1002/ima.22106,http://dblp.l3s.de/d2r/resource/publications/journals/imst/IftikharJRAH14,2,1
10.1007/3-540-45784-4_27,http://dblp.l3s.de/d2r/resource/publications/conf/wabi/DesperG02,1,0
10.1007/s10586-011-0194-3,http://dblp.l3s.de/d2r/resource/publications/journals/cluster/LiuJXL13,1,0
10.1016/j.neuroimage.2012.09.030,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/LutzMPSD13,9,1
10.1093/bioinformatics/btk048,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/BarutcuogluST06,4,1
10.1371/journal.pcbi.1004275,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/PozzoriniMHNKG15,2,1
10.1016/j.intcom.2011.04.007,http://dblp.l3s.de/d2r/resource/publications/journals/iwc/ColeGLBBZ11,2,1
10.1016/j.amc.2005.11.092,http://dblp.l3s.de/d2r/resource/publications/journals/amc/KarrakchouRG06,1,0
10.1007/s11192-014-1271-1,http://dblp.l3s.de/d2r/resource/publications/journals/scientometrics/GorraizGS14,1,0
10.1093/bioinformatics/btu302,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/DimopoulosMRS14,2,1
10.1016/j.tcs.2011.11.036,http://dblp.l3s.de/d2r/resource/publications/journals/tcs/Ben-AroyaT12,1,0
10.1093/bioinformatics/bti1022,http://dblp.l3s.de/d2r/resource/publications/conf/ismb/ErnstNB05,13,1
10.1186/s12918-015-0184-9,http://dblp.l3s.de/d2r/resource/publications/journals/bmcsb/Garcia-Albornoz15,1,0
10.1186/1687-1499-2011-73,http://dblp.l3s.de/d2r/resource/publications/journals/ejwcn/MoCL11,1,0
10.1016/j.compbiolchem.2007.08.001,http://dblp.l3s.de/d2r/resource/publications/journals/candc/RodriguesAITD08,1,0
10.1016/j.neuroimage.2009.04.020,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/Kuhtz-BuschbeckGHHWJ09,1,0
10.1093/bioinformatics/btp392,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/SwainstonM09,2,1
10.1186/1471-2105-11-138,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/VeeramalaiGV10,1,0
10.1002/cpe.3070,http://dblp.l3s.de/d2r/resource/publications/journals/concurrency/EllingsonSBSB14,1,0
10.1016/j.eswa.2008.06.025,http://dblp.l3s.de/d2r/resource/publications/journals/eswa/ChakrabortyMMR09,1,0
10.1016/j.neucom.2014.07.020,http://dblp.l3s.de/d2r/resource/publications/journals/ijon/Liu15,1,0
10.1186/1752-0509-4-76,http://dblp.l3s.de/d2r/resource/publications/journals/bmcsb/MoscaAMVCM10,6,1
10.1007/s10339-012-0478-4,http://dblp.l3s.de/d2r/resource/publications/journals/cp/GraziaCLZ12,1,0
10.1016/j.cageo.2009.09.012,http://dblp.l3s.de/d2r/resource/publications/journals/gandc/TakeuchiK10,1,0
10.1016/j.jnca.2012.01.002,http://dblp.l3s.de/d2r/resource/publications/journals/jnca/ZhuZDB12,1,0
10.1109/18.959265,http://dblp.l3s.de/d2r/resource/publications/journals/tit/DonohoH01,2,1
10.1016/j.ijinfomgt.2003.12.012,http://dblp.l3s.de/d2r/resource/publications/journals/ijinfoman/BenbyaPB04,1,0
10.1007/s11721-011-0060-1,http://dblp.l3s.de/d2r/resource/publications/journals/swarm/PiniBFRDB11,1,0
10.1089/cmb.1997.4.311,http://dblp.l3s.de/d2r/resource/publications/journals/jcb/ReeseEKH97,32,1
10.1093/nar/29.1.270,http://dblp.l3s.de/d2r/resource/publications/journals/nar/GrunauRRR01,2,1
10.1186/1472-6947-5-30,http://dblp.l3s.de/d2r/resource/publications/journals/midm/MeystreH05,2,1
10.1371/journal.pcbi.0010022,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/QuesnevilleBAANAA05,11,1
10.1007/s10664-012-9218-8,http://dblp.l3s.de/d2r/resource/publications/journals/ese/OkutanY14,1,0
10.1016/j.neuroimage.2013.02.008,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/AydorePL13,4,1
10.1186/1471-2342-13-41,http://dblp.l3s.de/d2r/resource/publications/journals/bmcmi/HaimerlWPMNHSSW13,2,1
10.1016/j.bspc.2014.12.005,http://dblp.l3s.de/d2r/resource/publications/journals/bspc/GokgozS15,1,0
10.1371/journal.pcbi.1004042,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/JinL15,2,1
10.1007/s00422-002-0352-z,http://dblp.l3s.de/d2r/resource/publications/journals/bc/KilgardPEM02,1,0
10.1016/j.is.2012.11.005,http://dblp.l3s.de/d2r/resource/publications/journals/is/VatsalanCV13,1,0
10.1016/j.neuroimage.2013.09.028,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/NohHCS14,1,0
10.1016/j.intcom.2009.12.001,http://dblp.l3s.de/d2r/resource/publications/journals/iwc/BickmoreMJPPO10,1,0
10.1021/ci6005504,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/CrismanPJSTKKBNDG07,1,0
10.1093/bioinformatics/btl565,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/RoiderKMV07,8,1
10.1007/978-3-540-76702-2_9,http://dblp.l3s.de/d2r/resource/publications/conf/haid/ShinL07,1,0
10.1016/j.ins.2008.01.023,http://dblp.l3s.de/d2r/resource/publications/journals/isci/BrunoPFC08,2,1
10.1137/130923907,http://dblp.l3s.de/d2r/resource/publications/journals/siamam/LlibreX14,1,0
10.1109/10.959329,http://dblp.l3s.de/d2r/resource/publications/journals/tbe/LeoniD01,1,0
10.1371/journal.pcbi.1004077,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/KassambaraRJFHT15,4,1
10.1016/j.neucom.2013.03.073,http://dblp.l3s.de/d2r/resource/publications/journals/ijon/JiWDY14,1,0
10.1016/j.procs.2012.04.100,http://dblp.l3s.de/d2r/resource/publications/journals/procedia/MengYPH12,1,0
10.1016/j.mejo.2006.04.010,http://dblp.l3s.de/d2r/resource/publications/journals/mj/LuoMF06,1,0
10.1016/j.media.2012.05.008,http://dblp.l3s.de/d2r/resource/publications/journals/mia/HeinrichJBMGBS12,2,1
10.1093/bioinformatics/btu308,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/RussoA14,7,1
10.1016/j.patrec.2008.11.012,http://dblp.l3s.de/d2r/resource/publications/journals/prl/Yusta09,3,1
10.1093/database/bat004,http://dblp.l3s.de/d2r/resource/publications/journals/biodb/WongKHHC13,1,0
10.1186/1471-2105-12-43,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/EickholtDC11,6,1
10.1007/s11548-014-1115-8,http://dblp.l3s.de/d2r/resource/publications/journals/cars/CaglarYK15,1,0
10.1207/s15516709cog0000_22,http://dblp.l3s.de/d2r/resource/publications/journals/cogsci/Anderson05,4,1
10.1007/s10994-009-5124-8,http://dblp.l3s.de/d2r/resource/publications/journals/ml/DekelSX10,1,0
10.1093/bioinformatics/btv061,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/FischMGDCLS15,5,1
10.1109/41.585829,http://dblp.l3s.de/d2r/resource/publications/journals/tie/VerdelhoM97,1,0
10.1093/bioinformatics/btt256,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/Alonso-AlemanyBBBNV14,2,1
